"","zones","regions","Date","Population résidente par zone","Taux d'urbanisation","Repartition des ménages par zones","Taille des ménages"
"404","Rual","Louga",2008,622292,NA,62974.9612502034,9.89022279994067
"405","Rual","Louga",2009,634356,NA,65017.8861752444,9.77204167728403
"406","Rual","Louga",2010,646609,NA,67127.0841422453,9.65518771867023
"407","Rual","Louga",2011,659052,NA,69304.7050667691,9.53964928647646
"408","Rual","Louga",2012,671686,NA,71552.9686082264,9.31348947447281
"409","Rual","Louga",2013,684511,NA,75350,8.69901471712977
"410","Rual","Louga",2014,698314,NA,76869.4146624379,9.0844193762442
"411","Rual","Louga",2015,715215,NA,78729.8527708101,9.0844193762442
"412","Rual","Louga",2016,732528,NA,80635.6432548199,9.08441937624419
"413","Rual","Louga",2017,751225,NA,82693.7824958255,9.0844193762442
"414","Rual","Louga",2018,769371,NA,84691.268438345,9.08441937624419
"415","Rual","Matam",2002,365683,NA,36913,9.9
"416","Rual","Matam",2003,372902,NA,37926.0296359829,9.78961668456301
"417","Rual","Matam",2004,379962,NA,38966.8605626596,9.70265210782784
"418","Rual","Matam",2005,387039,NA,40036.255750566,9.61596469554908
"419","Rual","Matam",2006,394121,NA,41134.9991089794,9.52954422464572
"420","Rual","Matam",2007,401197,NA,42263.8960605554,9.44337796172859
"421","Rual","Matam",2008,408255,NA,43423.7741317348,9.35746999222494
"422","Rual","Matam",2009,415282,NA,44615.4835593531,9.27183841571834
"423","Rual","Matam",2010,422262,NA,45839.8979138984,9.18645994938823
"424","Rual","Matam",2011,429179,NA,47097.9147398733,9.10134475474923
"425","Rual","Matam",2012,436016,NA,48390.4562137304,8.82887319997566
"426","Rual","Matam",2013,442754,NA,42767,10.3527018495569
"427","Rual","Matam",2014,450668,NA,43531.3398064392,10.3527252320715
"428","Rual","Matam",2015,463922,NA,44811.5824191709,10.3527252320715
"429","Rual","Matam",2016,476811,NA,46056.5686146966,10.3527252320715
"430","Rual","Matam",2017,489926,NA,47323.3848110129,10.3527252320715
"431","Rual","Matam",2018,503944,NA,48677.4244175673,10.3527252320715
"432","Rual","Saint-Louis",2000,446906,NA,60828,8.7
"433","Rual","Saint-Louis",2001,443253,NA,58918,10
"434","Rual","Saint-Louis",2002,439453,NA,49952,8.79750560538117
"435","Rual","Saint-Louis",2003,444909,NA,51540,8.69844033052376
"436","Rual","Saint-Louis",2004,450643,NA,53178,8.60180624041786
"437","Rual","Saint-Louis",2005,456293,NA,54868,8.50610063984746
"438","Rual","Saint-Louis",2006,461848,NA,56612,8.41132206443581
"439","Rual","Saint-Louis",2007,467295,NA,58412,8.31746550740971
"440","Rual","Saint-Louis",2008,472620,NA,60269,8.22451269182914
"441","Rual","Saint-Louis",2009,477810,NA,62184,8.13246385014334
"442","Rual","Saint-Louis",2010,482849,NA,64161,8.04130603942321
"443","Rual","Saint-Louis",2011,487722,NA,66200,7.95103364526636
"444","Rual","Saint-Louis",2012,492414,NA,68304,7.05340807619467
"445","Rual","Saint-Louis",2013,496907,NA,59029,8.30476624440807
"446","Rual","Saint-Louis",2014,500954,NA,59510,4.42769312555481
"447","Rual","Saint-Louis",2015,508486,NA,60405,4.37705561899239
"448","Rual","Saint-Louis",2016,516091,NA,61308,4.32644179365447
"449","Rual","Saint-Louis",2017,523758,NA,62219,4.27586128674397
"450","Rual","Saint-Louis",2018,531471,NA,63135,4.22530386411232
"451","Rual","Sédhiou",2008,343301,NA,33929.0223754598,9.5
"452","Rual","Sédhiou",2009,348002,NA,34269.8049181437,9.64050010051296
"453","Rual","Sédhiou",2010,352633,NA,34614.0102750812,9.78308920657356
"454","Rual","Sédhiou",2011,357182,NA,34961.6728249624,9.92777496680475
"455","Rual","Sédhiou",2012,361636,NA,35312.8272917764,10.0029147222165
"456","Rual","Sédhiou",2013,365980,NA,32271,11.3408323262372
"457","Rual","Sédhiou",2014,372138,NA,32813.993655391,11.3408323262372
"458","Rual","Sédhiou",2015,382177,NA,33699.2020520247,11.3408323262372
"459","Rual","Sédhiou",2016,393051,NA,34658.0382015411,11.3408323262372
"460","Rual","Sédhiou",2017,403790,NA,35604.9704628668,11.3408323262372
"461","Rual","Sédhiou",2018,414892,NA,36583.9109568829,11.3408323262372
"462","Rual","Tambacounda",2000,478263,NA,51393,8.3
"463","Rual","Tambacounda",2001,493579,NA,43581,10
"464","Rual","Tambacounda",2002,509382,NA,47602,10.7
"465","Rual","Tambacounda",2003,524827,NA,48298,10.4877101508437
"466","Rual","Tambacounda",2004,541703,NA,49004,10.3575235756994
"467","Rual","Tambacounda",2005,559116,NA,49720,10.2283570175158
"468","Rual","Tambacounda",2006,577081,NA,50447,10.1002036253619
"469","Rual","Tambacounda",2007,595618,NA,51185,9.97305659086041
"470","Rual","Tambacounda",2008,481328,NA,51933,9.84690914793594
"471","Rual","Tambacounda",2009,488929,NA,52692,9.72175457256432
"472","Rual","Tambacounda",2010,496587,NA,53462,9.59758618252341
"473","Rual","Tambacounda",2011,504299,NA,54244,9.47439733714534
"474","Rual","Tambacounda",2012,512061,NA,55037,9.33028870305819
"475","Rual","Tambacounda",2013,519871,NA,48985,10.6128610799224
"476","Rual","Tambacounda",2014,534690,NA,50381,10.6128610799224
"477","Rual","Tambacounda",2015,552238,NA,52035,10.6128610799224
"478","Rual","Tambacounda",2016,569712,NA,53681,10.6128983369868
"479","Rual","Tambacounda",2017,587835,NA,55389,10.6128971883446
"480","Rual","Tambacounda",2018,606623,NA,57159,10.6129135651409
"481","Rual","Thiès",2000,739666,NA,81766,9.3
"482","Rual","Thiès",2001,749091,NA,81682,10
"483","Rual","Thiès",2002,758396,NA,70646,10.7
"484","Rual","Thiès",2003,772962,NA,73209,10.6077131682158
"485","Rual","Thiès",2004,787003,NA,75866,10.4818736618722
"486","Rual","Thiès",2005,801145,NA,78618,10.3574051612592
"487","Rual","Thiès",2006,815380,NA,81471,10.2342990414457
"488","Rual","Thiès",2007,829698,NA,84427,10.1125341770705
"489","Rual","Thiès",2008,844090,NA,87490,9.99210472810488
"490","Rual","Thiès",2009,858545,NA,90664,9.87299260173429
"491","Rual","Thiès",2010,873051,NA,93954,9.75518140520749
"492","Rual","Thiès",2011,887596,NA,97363,9.63866176276349
"493","Rual","Thiès",2012,902167,NA,100895,8.80062896979313
"494","Rual","Thiès",2013,916752,NA,88458,8.91365511084876
"495","Rual","Thiès",2014,928375,NA,89580,10.3636980261819
"496","Rual","Thiès",2015,942771,NA,90969,10.3636980261819
"497","Rual","Thiès",2016,959125,NA,92547,10.3636980261819
"498","Rual","Thiès",2017,973578,NA,93941,10.3636980261819
"499","Rual","Thiès",2018,990036,NA,95529,10.3636980261819
"500","Rual","Ziguinchor",2000,222397,NA,38253,7.5
"501","Rual","Ziguinchor",2001,219928,NA,42633,7
"502","Rual","Ziguinchor",2002,217402,NA,29551,7.4
"503","Rual","Ziguinchor",2003,224532,NA,29554,7.6
"504","Rual","Ziguinchor",2004,230899,NA,29557,7.7
"505","Rual","Ziguinchor",2005,237445,NA,29560,7.9
"506","Rual","Ziguinchor",2006,244175,NA,29563,8.1
"507","Rual","Ziguinchor",2007,251094,NA,29565,8.3
"508","Rual","Ziguinchor",2008,258209,NA,29568,8.5
"509","Rual","Ziguinchor",2009,265523,NA,29571,8.7
"510","Rual","Ziguinchor",2010,273043,NA,29574,8.9
"511","Rual","Ziguinchor",2011,280774,NA,29577,9.1
"512","Rual","Ziguinchor",2012,288723,NA,29580,9.3
"513","Rual","Ziguinchor",2013,296895,NA,41341,7.2
"514","Rual","Ziguinchor",2014,303344,NA,42239,7.2
"515","Rual","Ziguinchor",2015,309853,NA,43145,7.2
"516","Rual","Ziguinchor",2016,317216,NA,44171,7.2
"517","Rual","Ziguinchor",2017,324250,NA,45150,7.2
"518","Rual","Ziguinchor",2018,332170,NA,46253,7.2
"519","Sénégal","SENEGAL",2000,9383445,45.4622104664009,1123339.83146481,NA
"520","Sénégal","SENEGAL",2001,9618031,44.3439128206044,1088950.85,NA
"521","Sénégal","SENEGAL",2002,9858482,40.7,1075858,NA
"522","Sénégal","SENEGAL",2003,10339594,41.37141504329,1113523.33330167,NA
"523","Sénégal","SENEGAL",2004,10619756,41.7428300865801,1152507.31398312,NA
"524","Sénégal","SENEGAL",2005,10907509,42.1142451298701,1192856.10733111,NA
"525","Sénégal","SENEGAL",2006,11203059,42.4856601731602,1234617.49485954,NA
"526","Sénégal","SENEGAL",2007,11506618,42.8570752164502,1277840.93089287,NA
"527","Sénégal","SENEGAL",2008,11818402,43.2284902597403,1322577.60113057,NA
"528","Sénégal","SENEGAL",2009,12138634,43.5999053030303,1368880.48326176,NA
"529","Sénégal","SENEGAL",2010,12467543,43.9713203463203,1416804.40970206,NA
"530","Sénégal","SENEGAL",2011,12805364,44.3427353896104,1466406.13252672,NA
"531","Sénégal","SENEGAL",2012,13152339,44.7141504329004,1517744.39067717,NA
"532","Sénégal","SENEGAL",2013,13508715,45.2,1607769,NA
"533","Sénégal","SENEGAL",2014,13926256,45.6958998886707,1658474.98927241,NA
"534","Sénégal","SENEGAL",2015,14356565,45.9610289787286,1710090.09765947,NA
"535","Sénégal","SENEGAL",2016,14799881,46.2155202464128,1763166.54824388,NA
"536","Sénégal","SENEGAL",2017,15256360,46.4709799716315,1817824.48699596,NA
"537","Sénégal","SENEGAL",2018,15726056,46.7031721113037,1873949.33338712,NA
"538","Sénégal","Dakar",2000,2056407,NA,297716,NA
"539","Sénégal","Dakar",2001,2111619,NA,299409,NA
"540","Sénégal","Dakar",2002,2168314,NA,293682,NA
"541","Sénégal","Dakar",2003,2254764,NA,306914,NA
"542","Sénégal","Dakar",2004,2330479,NA,320742,NA
"543","Sénégal","Dakar",2005,2408736,NA,335194,NA
"544","Sénégal","Dakar",2006,2489621,NA,350296,NA
"545","Sénégal","Dakar",2007,2573222,NA,366079,NA
"546","Sénégal","Dakar",2008,2659631,NA,382573,NA
"547","Sénégal","Dakar",2009,2748941,NA,399810,NA
"548","Sénégal","Dakar",2010,2841250,NA,417824,NA
"549","Sénégal","Dakar",2011,2936659,NA,436649,NA
"550","Sénégal","Dakar",2012,3035272,NA,456323,NA
"551","Sénégal","Dakar",2013,3137196,NA,496145,NA
"552","Sénégal","Dakar",2014,3233460,NA,511367,NA
"553","Sénégal","Dakar",2015,3330692,NA,526744,NA
"554","Sénégal","Dakar",2016,3429370,NA,542350,NA
"555","Sénégal","Dakar",2017,3529300,NA,558154,NA
"556","Sénégal","Dakar",2018,3630324,NA,574130,NA
"557","Sénégal","Diourbel",2000,976614,NA,102708,NA
"558","Sénégal","Diourbel",2001,1013578,NA,103334,NA
"559","Sénégal","Diourbel",2002,1051941,NA,102564,NA
"560","Sénégal","Diourbel",2003,1091754,NA,106611,NA
"561","Sénégal","Diourbel",2004,1126802,NA,110817,NA
"562","Sénégal","Diourbel",2005,1162975,NA,115189,NA
"563","Sénégal","Diourbel",2006,1200310,NA,119734,NA
"564","Sénégal","Diourbel",2007,1238843,NA,124458,NA
"565","Sénégal","Diourbel",2008,1278613,NA,129368,NA
"566","Sénégal","Diourbel",2009,1319660,NA,134472,NA
"567","Sénégal","Diourbel",2010,1362025,NA,139778,NA
"568","Sénégal","Diourbel",2011,1405750,NA,145293,NA
"569","Sénégal","Diourbel",2012,1450878,NA,151025,NA
"570","Sénégal","Diourbel",2013,1497460,NA,156538,NA
"571","Sénégal","Diourbel",2014,1543646,NA,161370,NA
"572","Sénégal","Diourbel",2015,1591590,NA,166382,NA
"573","Sénégal","Diourbel",2016,1641346,NA,171588,NA
"574","Sénégal","Diourbel",2017,1692962,NA,176984,NA
"575","Sénégal","Diourbel",2018,1746489,NA,182580,NA
"576","Sénégal","Fatick",2000,594466,NA,72737.7785587273,NA
"577","Sénégal","Fatick",2001,602079,NA,71008.3333333333,NA
"578","Sénégal","Fatick",2002,609789,NA,62887,NA
"579","Sénégal","Fatick",2003,619264,NA,63839.5092843115,NA
"580","Sénégal","Fatick",2004,628177,NA,64806.4456193124,NA
"581","Sénégal","Fatick",2005,637218,NA,65788.0275223389,NA
"582","Sénégal","Fatick",2006,646389,NA,66784.47682047,NA
"583","Sénégal","Fatick",2007,655692,NA,67796.018700658,NA
"584","Sénégal","Fatick",2008,665129,NA,68822.8817606185,NA
"585","Sénégal","Fatick",2009,674702,NA,69865.2980604908,NA
"586","Sénégal","Fatick",2010,684413,NA,70923.5031752809,NA
"587","Sénégal","Fatick",2011,694264,NA,71997.7362480997,NA
"588","Sénégal","Fatick",2012,704256,NA,73088.2400442059,NA
"589","Sénégal","Fatick",2013,714392,NA,72404,NA
"590","Sénégal","Fatick",2014,737487,NA,74876.8146881238,NA
"591","Sénégal","Fatick",2015,761710,NA,77368.9066766007,NA
"592","Sénégal","Fatick",2016,787038,NA,79975.3781525397,NA
"593","Sénégal","Fatick",2017,813543,NA,82703.6523599283,NA
"594","Sénégal","Fatick",2018,841294,NA,85560.9229212399,NA
"595","Sénégal","Kaffrine",2008,526729,NA,54458.064516129,NA
"596","Sénégal","Kaffrine",2009,534546,NA,55011.2146328182,NA
"597","Sénégal","Kaffrine",2010,542479,NA,55569.9832938739,NA
"598","Sénégal","Kaffrine",2011,550530,NA,56134.4275688686,NA
"599","Sénégal","Kaffrine",2012,558700,NA,56704.6051070513,NA
"600","Sénégal","Kaffrine",2013,566992,NA,54011,NA
"601","Sénégal","Kaffrine",2014,587946,NA,56083.6214769389,NA
"602","Sénégal","Kaffrine",2015,609638,NA,58182.9387753016,NA
"603","Sénégal","Kaffrine",2016,632024,NA,60350.6627100153,NA
"604","Sénégal","Kaffrine",2017,655120,NA,62588.4357611695,NA
"605","Sénégal","Kaffrine",2018,678955,NA,64899.1267999464,NA
"606","Sénégal","Kaolack",2000,1029076,NA,121946,NA
"607","Sénégal","Kaolack",2001,1049438,NA,112400,NA
"608","Sénégal","Kaolack",2002,1070203,NA,103751,NA
"609","Sénégal","Kaolack",2003,1091590,NA,103446,NA
"610","Sénégal","Kaolack",2004,1113404,NA,103142,NA
"611","Sénégal","Kaolack",2005,1135655,NA,102838,NA
"612","Sénégal","Kaolack",2006,1158350,NA,102536,NA
"613","Sénégal","Kaolack",2007,1181498,NA,102234,NA
"614","Sénégal","Kaolack",2008,755288,NA,101933,NA
"615","Sénégal","Kaolack",2009,792544,NA,101634,NA
"616","Sénégal","Kaolack",2010,831638,NA,101335,NA
"617","Sénégal","Kaolack",2011,872660,NA,101037,NA
"618","Sénégal","Kaolack",2012,915706,NA,100739,NA
"619","Sénégal","Kaolack",2013,960875,NA,95291,NA
"620","Sénégal","Kaolack",2014,990747,NA,98444,NA
"621","Sénégal","Kaolack",2015,1021656,NA,101638,NA
"622","Sénégal","Kaolack",2016,1053537,NA,104935,NA
"623","Sénégal","Kaolack",2017,1086464,NA,108345,NA
"624","Sénégal","Kaolack",2018,1120403,NA,111863,NA
"625","Sénégal","Kédougou",2008,122873,NA,34113,NA
"626","Sénégal","Kédougou",2009,128105,NA,35255.8926928794,NA
"627","Sénégal","Kédougou",2010,133560,NA,36437.0758822685,NA
"628","Sénégal","Kédougou",2011,139247,NA,37657.8324201203,NA
"629","Sénégal","Kédougou",2012,145176,NA,38919.488137959,NA
"630","Sénégal","Kédougou",2013,151357,NA,19048,NA
"631","Sénégal","Kédougou",2014,156352,NA,19721.0264029795,NA
"632","Sénégal","Kédougou",2015,161533,NA,20382.1525846478,NA
"633","Sénégal","Kédougou",2016,166907,NA,21072.0253186704,NA
"634","Sénégal","Kédougou",2017,172482,NA,21788.0694069851,NA
"635","Sénégal","Kédougou",2018,178270,NA,22527.6240322657,NA
"636","Sénégal","Kolda",2000,780991,NA,94817.6752202341,NA
"637","Sénégal","Kolda",2001,799007,NA,92140.8472222222,NA
"638","Sénégal","Kolda",2002,817438,NA,76866,NA
"639","Sénégal","Kolda",2003,836513.748425556,NA,75670.7498117291,NA
"640","Sénégal","Kolda",2004,856034.648872422,NA,74494.0855133518,NA
"641","Sénégal","Kolda",2005,876011.089416475,NA,76869.4708063316,NA
"642","Sénégal","Kolda",2006,896453.700549926,NA,76095.443174467,NA
"643","Sénégal","Kolda",2007,917373.36083835,NA,75323.8783775848,NA
"644","Sénégal","Kolda",2008,570987,NA,74554.9495945617,NA
"645","Sénégal","Kolda",2009,588210,NA,73788.8227354225,NA
"646","Sénégal","Kolda",2010,605952,NA,71700.9762150527,NA
"647","Sénégal","Kolda",2011,624230,NA,70930.5994978842,NA
"648","Sénégal","Kolda",2012,643059,NA,69827.6435433137,NA
"649","Sénégal","Kolda",2013,662455,NA,70932,NA
"650","Sénégal","Kolda",2014,682687,NA,73314.005264334,NA
"651","Sénégal","Kolda",2015,703774,NA,75703.0837059623,NA
"652","Sénégal","Kolda",2016,725689,NA,78163.1588338501,NA
"653","Sénégal","Kolda",2017,748451,NA,80747.2677652371,NA
"654","Sénégal","Kolda",2018,772073,NA,83432.3358809996,NA
"655","Sénégal","Louga",2000,647017,NA,64831.1970181372,NA
"656","Sénégal","Louga",2001,661968,NA,55926.8,NA
"657","Sénégal","Louga",2002,677264,NA,65154,NA
"658","Sénégal","Louga",2003,695002,NA,67267.6135366132,NA
"659","Sénégal","Louga",2004,711129,NA,69449.7932730324,NA
"660","Sénégal","Louga",2005,727630,NA,71702.7635154867,NA
"661","Sénégal","Louga",2006,744514,NA,74028.8207273066,NA
"662","Sénégal","Louga",2007,761789,NA,76430.3358697192,NA
"663","Sénégal","Louga",2008,779465,NA,78909.7568185809,NA
"664","Sénégal","Louga",2009,797551,NA,81469.6108595087,NA
"665","Sénégal","Louga",2010,816057,NA,84112.5072639546,NA
"666","Sénégal","Louga",2011,834993,NA,86841.1399488485,NA
"667","Sénégal","Louga",2012,854368,NA,89658.2902225202,NA
"668","Sénégal","Louga",2013,874193,NA,97381,NA
"669","Sénégal","Louga",2014,898731,NA,100147.252976036,NA
"670","Sénégal","Louga",2015,924051,NA,102985.532888059,NA
"671","Sénégal","Louga",2016,950101,NA,105906.099929676,NA
"672","Sénégal","Louga",2017,976885,NA,108903.520162025,NA
"673","Sénégal","Louga",2018,1004401,NA,111989.303728989,NA
"674","Sénégal","Matam",2002,423967,NA,42911,NA
"675","Sénégal","Matam",2003,436423,NA,46277.5305970535,NA
"676","Sénégal","Matam",2004,447643,NA,47884.9513609003,NA
"677","Sénégal","Matam",2005,459152,NA,49544.5606429485,NA
"678","Sénégal","Matam",2006,470957,NA,51257.9743410587,NA
"679","Sénégal","Matam",2007,483065,NA,53026.8518765764,NA
"680","Sénégal","Matam",2008,495484,NA,54852.9198513679,NA
"681","Sénégal","Matam",2009,508223,NA,56737.9765848069,NA
"682","Sénégal","Matam",2010,521289,NA,57626.0877644781,NA
"683","Sénégal","Matam",2011,534691,NA,59572.8136484177,NA
"684","Sénégal","Matam",2012,548438,NA,62649.8442137304,NA
"685","Sénégal","Matam",2013,562539,NA,53946,NA
"686","Sénégal","Matam",2014,584524,NA,56023.627791479,NA
"687","Sénégal","Matam",2015,607228,NA,58185.8041349259,NA
"688","Sénégal","Matam",2016,630703,NA,60418.7427614942,NA
"689","Sénégal","Matam",2017,654981,NA,62727.360675903,NA
"690","Sénégal","Matam",2018,680086,NA,65116.109200176,NA
"691","Sénégal","Saint-Louis",2000,689643,NA,88924,NA
"692","Sénégal","Saint-Louis",2001,692143,NA,88851,NA
"693","Sénégal","Saint-Louis",2002,694652,NA,80174,NA
"694","Sénégal","Saint-Louis",2003,713936,NA,82722,NA
"695","Sénégal","Saint-Louis",2004,731387,NA,85352,NA
"696","Sénégal","Saint-Louis",2005,749264,NA,88065,NA
"697","Sénégal","Saint-Louis",2006,767578,NA,90864,NA
"698","Sénégal","Saint-Louis",2007,786340,NA,93752,NA
"699","Sénégal","Saint-Louis",2008,805560,NA,96732,NA
"700","Sénégal","Saint-Louis",2009,825250,NA,99807,NA
"701","Sénégal","Saint-Louis",2010,845421,NA,102979,NA
"702","Sénégal","Saint-Louis",2011,866085,NA,106253,NA
"703","Sénégal","Saint-Louis",2012,887255,NA,109630,NA
"704","Sénégal","Saint-Louis",2013,908944,NA,110191,NA
"705","Sénégal","Saint-Louis",2014,932875,NA,113141,NA
"706","Sénégal","Saint-Louis",2015,957600,NA,116171,NA
"707","Sénégal","Saint-Louis",2016,983031,NA,119288,NA
"708","Sénégal","Saint-Louis",2017,1009168,NA,122492,NA
"709","Sénégal","Saint-Louis",2018,1036006,NA,125783,NA
"710","Sénégal","Sédhiou",2008,407248,NA,43701.1105079126,NA
"711","Sénégal","Sédhiou",2009,416012,NA,44334.9257184099,NA
"712","Sénégal","Sédhiou",2010,424964,NA,44780.224983117,NA
"713","Sénégal","Sédhiou",2011,434109,NA,45229.9968263146,NA
"714","Sénégal","Sédhiou",2012,443451,NA,45684.2861705076,NA
"715","Sénégal","Sédhiou",2013,452994,NA,40869,NA
"716","Sénégal","Sédhiou",2014,468098,NA,42295.9629936584,NA
"717","Sénégal","Sédhiou",2015,483768,NA,43737.5799912069,NA
"718","Sénégal","Sédhiou",2016,500064,NA,45232.1730993736,NA
"719","Sénégal","Sédhiou",2017,517016,NA,46793.0223625611,NA
"720","Sénégal","Sédhiou",2018,534654,NA,48417.7960328477,NA
"721","Sénégal","Tambacounda",2000,574297,NA,64651,NA
"722","Sénégal","Tambacounda",2001,593263,NA,57084,NA
"723","Sénégal","Tambacounda",2002,612855,NA,60427,NA
"724","Sénégal","Tambacounda",2003,633432,NA,61310,NA
"725","Sénégal","Tambacounda",2004,654700,NA,62207,NA
"726","Sénégal","Tambacounda",2005,676682,NA,63116,NA
"727","Sénégal","Tambacounda",2006,699401,NA,64039,NA
"728","Sénégal","Tambacounda",2007,722884,NA,64975,NA
"729","Sénégal","Tambacounda",2008,613740,NA,65925,NA
"730","Sénégal","Tambacounda",2009,626695,NA,66888,NA
"731","Sénégal","Tambacounda",2010,639924,NA,70969,NA
"732","Sénégal","Tambacounda",2011,653432,NA,72407,NA
"733","Sénégal","Tambacounda",2012,667225,NA,73466,NA
"734","Sénégal","Tambacounda",2013,681310,NA,70292,NA
"735","Sénégal","Tambacounda",2014,705396,NA,72911,NA
"736","Sénégal","Tambacounda",2015,730474,NA,75559,NA
"737","Sénégal","Tambacounda",2016,756590,NA,78345,NA
"738","Sénégal","Tambacounda",2017,783780,NA,81250,NA
"739","Sénégal","Tambacounda",2018,812079,NA,84275,NA
"740","Sénégal","Thiès",2000,1260565,NA,141604,NA
"741","Sénégal","Thiès",2001,1291200,NA,140506,NA
"742","Sénégal","Thiès",2002,1322579,NA,132754,NA
"743","Sénégal","Thiès",2003,1364433,NA,137571,NA
"744","Sénégal","Thiès",2004,1401893,NA,142562,NA
"745","Sénégal","Thiès",2005,1440381,NA,147735,NA
"746","Sénégal","Thiès",2006,1479926,NA,153095,NA
"747","Sénégal","Thiès",2007,1520556,NA,158650,NA
"748","Sénégal","Thiès",2008,1562302,NA,164406,NA
"749","Sénégal","Thiès",2009,1605194,NA,170371,NA
"750","Sénégal","Thiès",2010,1649263,NA,176553,NA
"751","Sénégal","Thiès",2011,1694542,NA,182959,NA
"752","Sénégal","Thiès",2012,1741064,NA,189597,NA
"753","Sénégal","Thiès",2013,1788864,NA,194766,NA
"754","Sénégal","Thiès",2014,1838366,NA,200505,NA
"755","Sénégal","Thiès",2015,1889321,NA,206350,NA
"756","Sénégal","Thiès",2016,1941549,NA,212301,NA
"757","Sénégal","Thiès",2017,1995037,NA,218454,NA
"758","Sénégal","Thiès",2018,2049764,NA,224707,NA
"759","Sénégal","Ziguinchor",2000,407871,NA,69980,NA
"760","Sénégal","Ziguinchor",2001,408675,NA,75030,NA
"761","Sénégal","Ziguinchor",2002,409480,NA,54688,NA
"762","Sénégal","Ziguinchor",2003,422025,NA,54693,NA
"763","Sénégal","Ziguinchor",2004,433285,NA,54699,NA
"764","Sénégal","Ziguinchor",2005,444845,NA,54704,NA
"765","Sénégal","Ziguinchor",2006,456714,NA,54709,NA
"766","Sénégal","Ziguinchor",2007,468899,NA,54715,NA
"767","Sénégal","Ziguinchor",2008,481410,NA,54720,NA
"768","Sénégal","Ziguinchor",2009,494254,NA,54725,NA
"769","Sénégal","Ziguinchor",2010,507441,NA,54731,NA
"770","Sénégal","Ziguinchor",2011,520980,NA,54736,NA
"771","Sénégal","Ziguinchor",2012,534880,NA,54741,NA
"772","Sénégal","Ziguinchor",2013,549151,NA,75957,NA
"773","Sénégal","Ziguinchor",2014,565940,NA,78274,NA
"774","Sénégal","Ziguinchor",2015,583527,NA,80700,NA
"775","Sénégal","Ziguinchor",2016,601929,NA,83241,NA
"776","Sénégal","Ziguinchor",2017,621168,NA,85895,NA
"777","Sénégal","Ziguinchor",2018,641254,NA,88667,NA
"778","Région","Dakar",2000,NA,97.1,NA,NA
"779","Région","Dakar",2001,NA,97.1,NA,NA
"780","Région","Dakar",2002,NA,97.2,NA,NA
"781","Région","Dakar",2003,NA,97.1,NA,NA
"782","Région","Dakar",2004,NA,97,NA,NA
"783","Région","Dakar",2005,NA,97,NA,NA
"784","Région","Dakar",2006,NA,96.9,NA,NA
"785","Région","Dakar",2007,NA,96.8,NA,NA
"786","Région","Dakar",2008,NA,96.7717702192522,NA,NA
"787","Région","Dakar",2009,NA,96.7104786897936,NA,NA
"788","Région","Dakar",2010,NA,96.6492212934448,NA,NA
"789","Région","Dakar",2011,NA,96.5879933625252,NA,NA
"790","Région","Dakar",2012,NA,96.5268022108068,NA,NA
"791","Région","Dakar",2013,NA,96.4656336422716,NA,NA
"792","Région","Dakar",2014,NA,96.3999863922857,NA,NA
"793","Région","Dakar",2015,NA,96.3999973579064,NA,NA
"794","Région","Dakar",2016,NA,96.40000933116,NA,NA
"795","Région","Dakar",2017,NA,96.4000226673845,NA,NA
"796","Région","Dakar",2018,NA,96.399963198877,NA,NA
"797","Région","Diourbel",2000,NA,16.6035915929938,NA,NA
"798","Région","Diourbel",2001,NA,16.2575549193057,NA,NA
"799","Région","Diourbel",2002,NA,15.9187635047973,NA,NA
"800","Région","Diourbel",2003,NA,15.9306034143223,NA,NA
"801","Région","Diourbel",2004,NA,15.939357580125,NA,NA
"802","Région","Diourbel",2005,NA,15.9481502181904,NA,NA
"803","Région","Diourbel",2006,NA,15.9569611183778,NA,NA
"804","Région","Diourbel",2007,NA,15.9657034830079,NA,NA
"805","Région","Diourbel",2008,NA,15.9744973655047,NA,NA
"806","Région","Diourbel",2009,NA,15.9832835730415,NA,NA
"807","Région","Diourbel",2010,NA,15.9920706301279,NA,NA
"808","Région","Diourbel",2011,NA,16.0008536368487,NA,NA
"809","Région","Diourbel",2012,NA,16.0096851699454,NA,NA
"810","Région","Diourbel",2013,NA,16.0185114076884,NA,NA
"811","Région","Diourbel",2014,NA,16.0999996113098,NA,NA
"812","Région","Diourbel",2015,NA,16.1000006283025,NA,NA
"813","Région","Diourbel",2016,NA,16.1999968318685,NA,NA
"814","Région","Diourbel",2017,NA,16.2000092146191,NA,NA
"815","Région","Diourbel",2018,NA,16.1999875178143,NA,NA
"816","Région","Fatick",2000,NA,12.3675702226873,NA,NA
"817","Région","Fatick",2001,NA,12.5227752504239,NA,NA
"818","Région","Fatick",2002,NA,12.6799597893698,NA,NA
"819","Région","Fatick",2003,NA,12.964583763952,NA,NA
"820","Région","Fatick",2004,NA,13.1953255213101,NA,NA
"821","Région","Fatick",2005,NA,13.4302546381301,NA,NA
"822","Région","Fatick",2006,NA,13.6693229618697,NA,NA
"823","Région","Fatick",2007,NA,13.9126297102908,NA,NA
"824","Région","Fatick",2008,NA,14.1602606411689,NA,NA
"825","Région","Fatick",2009,NA,14.4122886844859,NA,NA
"826","Région","Fatick",2010,NA,14.6687745557142,NA,NA
"827","Région","Fatick",2011,NA,14.9299113881751,NA,NA
"828","Région","Fatick",2012,NA,15.1956106870229,NA,NA
